author,rating,sentiment_label,date,comment
angie andre,5,positif,il y a 3 ans,"Actuellement en Mastère 1 en Illustration et Dessin Numérique et étant dans cette école depuis 4 ans, je ne pense pas avoir le savoir absolue mais je pense pouvoir parler au nom de ma filière.

Les profs sont véritablement des professionnels, donc ont pas mal de connaissance dans le milieux et ont énormément de conseils à nous apportés.

Le système des Ydays, donc des projets entre filières est plutôt pas mal également, il permet de découvrir d'autres filière, peut être d'autres aspects de ces métiers et travaille notre esprit et travail d'équipe puisqu'on rencontre toute sorte de personne.

Le campus organise également plusieurs évènement dans l'année (sportif, festif, cinéma...)."
Arnaud B,1,negatif,il y a 3 ans,"Ancien élève de filière informatique

Très mauvaise école.
Les prix sont prohibitifs.

Deux années passées dans des locaux sans fenêtre, un programme qui n'a ni queue ni tête, une partie de ce programme est établi par des alternants (élèves de troisième année embauchés par l'école), ces mêmes alternants encadrent et corrigent même certains devoirs. Quand on confie une partie de la pédagogie à des élèves qui ne connaissent pas le monde du travail et qu'on les laisse donner des leçons on n'est pas honnête.

L'administration est en-dessous de tout.

Certains avis google sont laissés par des alternants ou des intervenants de l'école, si vous voulez avoir des avis sincères contactez les élèves via linkedIn.

Aucune correction ne vous sera fournis pour les examens et devoirs rendus.
Ytrack, Ymatch et les autres pseudo-services fournis sont de très mauvaises qualités. Ytrack vient carrément suppléer des cours en donnant à faire aux élèves uniquement des exercices en ligne.

Il y a beaucoup d'autres écoles sur Bordeaux et bien meilleures, ne perdez pas votre temps ici"
micro tech,1,negatif,il y a 4 ans,"Ancien élève à Ynov, j'attends toujours mes notes d'oral et de mémoire. Ils sont fort pour nous communiquer un papier n'étant ni un bulletin, ni une attestation de réussite. Depuis Septembre, pas de communication donc pour les anciens étudiants.

Coté cours, certains professeurs sont compétents, d'autres, je ne comprends toujours pas encore aujourd'hui a quoi m'ont servi certaines majeures.
Mention spéciale au prof d'audiovisuel, qui se permet de dire que ""google est ton ami"" à la réponse de la question, on va avoir des cours concrets ?
Pour une école à plusieurs milliers d'euros, inacceptable.

Les mélanges de niveaux par classe ne font pas avancer les plus doués, un manque cruel d'apprentissage de nouvelles techniques...

Je terminerais par la communication qui est inexistante, aussi bien entre administration et entreprises, qu'entre administration et prof référant.

Bref, quand on parle d'argent ils sont réactifs, mais pour toute autre demande, on peut toujours courir pour avoir une réponse. Même mon entreprise m'a dit qu'elle ne retravaillera pas avec eux par manque de professionnalisme et communication."
Guillaume Gontero,5,positif,il y a 2 mois,Très bon accueil du personnel qui ont pu m'aider dans mes demandes.
Le Guide Honnête,5,positif,il y a 3 mois,"5 étoiles pas pour l’école, ni la pédagogie.
Pour Charlie"
Ancien Eleve,1,negatif,il y a 7 ans,"Le directeur est très gentil et toujours souriant car en voyant ta tête il pense a l'argent que tu rapporte a l'école. Je suis resté 2 ans a ingésup et je déconseille cette formation a tous ceux qui cherchent une bonne formation et qui n'ont pas envie de gaspiller du temps et de l'argent.
Si vous souhaitez gagner des compétences et vous lancer professionnellement a l'issue de votre formation ne mettez jamais les pieds à ynov. Il n'y a aucune organisation, l'administration est incompétent, les élèves sont délaissés, l'emploie du temps est incohérent, les entreprises qui accepte un étudiant d'ynov pour une alternance ou un stage sont très rares..."
Julien Dauliac (Dauliac),4,positif,il y a 7 ans,"Cette école à ses qualités et ses défauts, oui elle coûte cher oui il y a des incohérences, oui parfois elle manque d'organisation ou d'écoute. Mais à coté de cela certains de vos profs son géniaux, vous avez du temps et des ressources pour des projets pro, un cadre de qualité et une introduction au milieu professionnel correcte contrairement à la fac. Donc oui vous n'aurez pas le titre ""INGÉNIEUR"" mais vous avez les moyens d'en devenir un."
Cynthia DADAN,1,negatif,il y a un an,Vous avez promis monde et merveilleux à nos enfants. Ils ont payer pour au final ce faire voler ! Car pas de diplôme reconnu par l'état ce qui n'était pas prévu à leurs rentrer il y a 3 ans. À fuir
Antoine Zerbini,1,negatif,il y a 7 ans,"À éviter. Qualité bien trop faible pour un prix extrêmement abusif. Une organisation des plus déplorables avec un suivi fade.
Un rapport qualité-prix aussi mauvais  que la compréhension de mon métier artistique  de la part de son administration.
Je m'engage enfin à dire mon avis négatif sur ce campus, du fait que de nombreuses  plaintes aient été entendues ailleurs que dans ma section tout le long de mes deux années de formation."
Aimie Pothet,1,negatif,il y a 7 ans,"Je me permets de donner mon avis car, ayant été dans ce campus pendant 2 ans, j'aimerais éviter à d'autres personnes de perdre de l'argent. Mais aussi du temps, qui aurait pu être mieux utilisé.
La communication et l'organisation sont déplorables. La definition même de l'incompétence !  À la vue du coût des formations, il est inadmissible de voir les conditions de travail. Les prestations proposées sont réduites à un minimum syndical et se contente du peu pour nous ""satisfaire""."
Rose McArtus,5,positif,il y a 6 ans,"J'ai fait mes études en audiovisuel là bas et tout s'est bien passé. Oui il faut travailler, oui ça change du lycée mais au moins on est préparés à ce qui nous attend ensuite. Petit Plus : voyage à Cuba cette année !"
Antoine Bonté (Nezgrim),1,negatif,il y a 6 ans,"Fuyez ne vous faites pas avoir par les beaux discours, ils vous vendent du rêve mais pour le prix de l'école vous allez aller à la catastrophe. Il profite de la méconnaissance des personnes dans ce secteur pour leur vendre des études et un futur grâce à leur cursus.
Sur le papier c'est génial, mais dans les fait aie aie, vous allez arriver en payant une école extrêmement cher, ou on vous fournira aucun matériel.
Les professeurs sont parfois des élèves d'année supérieur, ou pour d'autres sortent simplement de l'école sans aucune véritable expérience.
L'administration vous prend tout simplement de haut, et pense avoir la vérité absolu et ne vous aideront en aucun cas à améliorer votre futur.
En gros vous payez une école pour être seul et apprendre seul.
Enfin pour petit blague supplémentaire Ynov se base sur la pire formule pour l'alternance qui est de 3j école / 2j entreprises autant vous dire que c'est compliqué pour trouver... Aucune entreprise n'aime ce rythme !"
Elise Daheron,4,positif,il y a 2 ans,"Les intervenants sont de grande qualité, très pédagogue et très à l'écoute.
Et les mentors sont toujours présents pour nous accompagner, c'est un vrai plus !"
Martin Bié,5,positif,Modifié il y a 3 ans,"École à la pointe de la technologie qui propose des formations spécialisées innovantes et professionnalisantes. Le campus est convivial et chaleureux. L'équipe pédagogique est disponible et compétente pour accompagner/conseiller étudiants, intervenants et entreprises."
Suza Cid,1,negatif,il y a 2 ans,"3ans plus tard , ça n'a pas changé.
L'école demande clairement aux élèves naïfs d'aller donner un avis positif sur google pour faire cache misère.
Ne vous attendez pas a sortir de l'école avec un diplôme reconnu, c'est bien huilé pour vous faire acheter des formations jusqu'au bac +5.
Lire les commentaires négatifs et regarder le nombre d'upvote vous évitera de dépenser de l'argent dans du vent
Mention spéciale à la personne qui répond aux commentaires, vous êtes vomitif (elle répondra surement que d'écrire en anonyme discrédite mon commentaire)"
Nadia Abdou,5,positif,il y a 3 ans,"La matinée de découverte des travaux des étudiants était extraordinaire, félicitations à. Es élèves plein de talent et passionnés restez motivés
A quand la prochaine présentation pour voir leurs travaux et leurs évolutions et pourquoi pas la présentation d'un petit film animé......Merci Ynov. Merci beaucoup gajucrew✌️"
Karine OLIVIER,1,negatif,il y a 5 ans,"Mon fils y a fait son bachelor systèmes embarqués et aéronautique mais malheureusement, pas de cours dans ce domaine qui le passionnait. Pourtant on l'a incité, lors d'une porte ouverte, à venir pour y étudier dans se secteur. Il était ravi mais il a vite compris que le programme serait purement en systèmes embarqués et un peu de robotique. D'ailleurs le master aéronautique a été remplacé par la robotique (différent quand même) et idem pour la licence de l'année 2020/2021. Donc il a pris la décision de partir et il a été pris dans une école 100 % aéronautique. Peu de communication avec l'administration, pas d'aide pour trouver un stage ou une alternance, pourtant lors de la porte ouverte (encore), on l'a rassuré sur le fait que le campus serait à leur côté pour les aider dès la rentrée. Que nenni !!  En résumé, je ne le recommande pas du tout, en plus le tarif est assez cher pour les prestations, les cours donnés..."
ookami j,1,negatif,il y a 3 ans,"C'est normal d'obligé par un contrat les élèves d'une école de ne jamais la critique est sous peine de sanction ? ( Dernière ligne de la photo ) Il y a quelques problèmes dans cette école qui mérite de baissé ça  note certe
mais  la censure ... Ses direct 1 etoile
Aussi Les élèves sont mis sous pression pour pouvoir être des vrp de l'école sur les salon obligatoire sinon  il perde des point !  Affligeant
Tout dans l'apparence rien dans le fond aucune écoute des élève
( Le CM de ynov réponds à plusieurs commentaires ne pas prendre en compte les avis des anonyme mais interdite par un règlement les avis des personne qui ne le sont pas ... Ironie ? )"
Laura M,1,negatif,il y a 6 ans,"À LIRE !

Après 3 ans passés chez Ynov, suivant la formation Bachelor Bac+3 AID (école Lim'Art section design) faisons un petit calcul ensemble :
6.000€ l'année multiplié par 3 minimum pour un Bachelor, soit 18.000€ par élèves, multiplié par 25 élèves en moyenne par classe, ce qui fait 450.000€. En gros un demi million d'euros.

En récompense : on ""forme"" des élèves poussés à l'autodidatie et à l'investissement personnel. Le directeur en personne demandait pendant la journée d'accueil en début d'année ""pensez à prendre vos multiprises"". C'est scandaleux ! Au prix où on paye on doit pas se battre ou réfléchir à qui aura une prise pour pouvoir travailler ou non avec son ordinateur. C'est complètement aberrant. Déjà que les classes sont petites et les tables absolument pas adaptées. Et je parle même pas de l'équipe pédagogique et leur communication/gestion. Je peine à voir le côté positif de cette école, s'il existe !

CAR ! Le résultat, au final ! On nous dit, 1 an après avoir validé notre diplôme bachelor bac+3, mot pour mot d'après eux, je cite : ""Il n'a pas de diplôme en Bachelor, le diplôme s'obtient seulement en Mastère.""

Le contrat parle pourtant bien d'un diplôme bac+3 reconnu et délivré en cas de réussite. Voilà ce qu'on a pour 18.000€ uniquement en termes de frais scolaires. Sans parler de l'investissement pour location appartement/factures + frais quotidiens.

JE DÉCONSEILLE VIVEMENT À TOUS LE MONDE de payer cette école plutôt qu'une autre, pour le même prix vous obtiendrez un diplôme reconnu, à condition de travailler pour, évidemment. Et vous ne serez pas livrés à vous-mêmes, vous aurez de vrais enseignants et professionnels compétents et qualifiés, pas des intervenants trier sur le volet. Je ne dénoncerait personne mais ayant eu de bonnes relations avec certains enseignants, ils regrettent eux-mêmes, d'avoir, ou de travailler encore pour Ynov surtout dans l'école Lim'Art.

Dans l'espoir que ça puisse aider certains... Chaque élève qui se donne à fond et qui mérite son diplôme doit pouvoir l'obtenir et d'en jouir autant que possible.

Signé Peter, ancien élève d’Ynov Lim’Art."
Marius Gilbert,1,negatif,il y a 7 ans,"Ancien élève de Eicar Bordeaux Actorat (Ynov Audiovisuel prochainement), je confirme que cette école est a éviter. Un proviseur dont la seule motivation est le chèque que l’on va lui signer, et pas du tout concerné par la qualité de vie de ses étudiants.
Des locaux tout juste acceptables (si tant est que nous y ayons accès pour y travailler.), une organisation bancales quant aux emplois du temps, ainsi que des promesses que nous attendons toujours (qui étaient pourtant promises sur la brochure!).
Finalement, AUCUNE communication ni intérêt de la part de l’administration envers les étudiants.
Tout cela pour 5.000€ l’année. En bref, fuyez cet établissement."
Jade Molinier,1,negatif,il y a 7 ans,"Ancienne élève sur le campus Ynov, fortement déconseillé! Une organisation déplorable, manque de salles, aucune communication, des étudiants délaissés, et j’en passe. Un seul intérêt pour la direction: la couleur du chèque. Une belle façade pour de la moisissure à l’intérieur.
Évitez de perdre votre temps ainsi que votre argent.
Allez voir ailleurs!"
Pierre Colin,4,positif,il y a 2 ans,"Actuellement en Master 1 Développement Web, les matières avec les projets fait sont dans le sens du cursus. Ce que j'apprend dans la formation, je l'utilise en entreprise en alternance. Bien sûr, ce n'est pas le cas de tous.
Personnellement, je n'ai pas de problème avec la formation.
(et pour ceux qui pensent que c'est un avis positif forcé, dommage à vous ce n'est pas le cas)"
Yves Gasnier,5,positif,il y a un an,Présentation dans le cadre des portes ouvertes aux tuteurs d’alternants. Très bonne présentation et très bon accueil. Environnement idéal pour étudier.
oceane33t,5,positif,il y a un mois,"Très bonne école, je recommande"
Antoine Thys,5,positif,il y a 6 ans,"Ça m'attriste de voir des commentaires si négatifs sur l'école.

Il s'agit d'une très bonne école et en plus sur un beau campus !

Pour le manque de suivi évoqué dans les commentaires ce n'est pas tout à fait vrai, parce que en effet si les parents cherchent du suivi il n'en trouverons peu mais l'étudiant lui même est accompagné, on a même un étudiant de dernière année qui s'occupe de donner des cours de soutiens en fonction des demandes de la classe.

Des commentaires positifs demandé par l'administration pour gagner des points ? Il faut arrêter l'abus, on en parle pas du prof qui en quittant l'école a poussé certains étudiants à même des commentaires négatifs.

Pour le diplôme il faut pas abuser non plus, on sort (pour ceux qui se sont donné la peine de bosser un minimum) avec un diplôme d'école plus un titre RNCP de niveau 1 (niveau 7 européen).

Et pour parler du prix, oui c'est un investissement mais la possibilité d'alternance en troisième année fait qu'on ne paie plus ses études et qu'on gagne de l'argent.

Si vous voulez critiquer faites le au moins sur des faits réel, sauf si vous aussi l'ancien intervenant vous a dis de pourrir la réputation d'Ynov.

J'ai sûrement oublié certains points mais je vais pas m'amuser à relire tous les commentaires, sur ce bonne journée"
sophie d,1,negatif,il y a 7 ans,"Je poste mon avis en tant qu'ancienne élève qui à pu voir l'évolution du groupe pendant 5 ans.

Il faut savoir qu'Ynov est en soit un groupe qui a fait sa '""renommée"" en rachetant des écoles privés qui avaient des difficultés financières. J'avais été, jusqu'au rachat de mon école, satisfaite du programme proposé et de la formation en générale.
Néanmoins, depuis le rachat de l'école, j'ai pu constater que des effets négatifs !

- Tout d'abord, une augmentation de près de 2000€ pour une année de formation (5800€ avant le rachat, 8000€ aujourd'hui). Leurs arguments ? ""Ynov possède un réseau important avec des entreprises, facilitant la recherche de stage/alternance et une insertion à l'emploi garantie"".
""Leur réseau"" est très pauvre, comptez sur vous mêmes pour trouver un stage/alternance. Concernant l'alternance, le rythme est mal fait: 3 jours de cours pour 2 jours en entreprise, ce qui n'arrange pas les employeurs.

- Le lieu de formation, quant à lui est mal adapté. Des salles trop petites, mal isolées du froid l'hiver, problème de planning ( passer 1/2h pour trouver une salle, est-ce normal ?), il nous est même arrivé d'avoir des cours de Web...dans une salle d'Osthéopathie appartenant à la COB. Autant dire que les ordi qui surchauffe à cause du cuir des tables de massage, on s'en passerait bien.
La communication au sein de l'école et le personnel de l'administration est quant à eux quasi inexistante, on a l'impression d'avoir à faire des personnes qui découvrent leur métier...

C'est bien dommage, car certains professeur sont compétant et leurs cours sont intéressant, mais le cadre et l'organisation générale font que l'expérience n'en vaut pas la peine.

Pour ce prix là, vous pouvez très bien trouver une autre formation qui vaudra le coup."
Quentin Torres,1,negatif,il y a 7 ans,"Au vu des nombreuses critiques et avis négatifs sur le campus, je décide de mettre mon avis également.
C'est de l'escroquerie au plus haut point. On vous fait croire à de belles années à Ynov, à une administration qui soit disant pense à ses élèves ( ou plutôt à ses ""salariés"" dixit le directeur du campus).
De nombreux problèmes:
- la communication se fait rare
- les problèmes de salle sont de plus en plus fréquents
-on ne se sent ni écouté ni encadré
Et j'en passe car ce serait trop long!
Le coût des formations est trop cher pour ce que ce campus nous offre. L'argent est roi, et tout est possible pour qu'ils empochent vos sous. Je suis à EICAR mais je me rends compte que tous les élèves d'Ynov ressentent le même sentiment que moi.
Je vous déconseille ce campus et je vous incite à aller voir ailleurs."
marie lacoux,1,negatif,il y a 2 ans,"Aucune implication de l'école pour soutenir l'élève dans sa recherche de stage ou d'alternance, et obliger de payer une 3ème année a 7000 euros , parceque pas d'alternance !
Une vraie boite a fric  !
A eviter !"
Eva Labarsouque,1,negatif,il y a 7 ans,"À éviter. Tout simplement.

La formation d'actorat que j'ai suivi est déplorable. Mauvaise administration. Mauvais emplois du temps et promesses non tenues. Rien de bon, que de la perte de temps. Et au bout de 2ans, absolument zéro contact ce qui est tout de même important quand on veut devenir comédien.

Bref, je déconseille."
Thomas R,1,negatif,il y a 7 ans,"Si vous souhaitez une formation de qualité, je vous déconseille YNOV.
J'y ai passé mon BTS SIO en 2017.
Toute l'organisation est orienté business.
Joli cadre et belles soirées pour attirer les étudiants mais niveau enseignement là c'est autre chose.
Programme incohérent sans suite logique, pas de communication entre les intervenants et mauvais accompagnement des étudiants.
Nous avons été livrés à nous même pour l'obtention du diplôme car entant donné que c'était la seconde et dernière session de ce BTS chez Ynov, les stats n'étaient plus en jeux. Résultat : sur plus de 40 en première année on a fini le BTS à une 20 ème en deuxième année et seulement une petit moitié à peine 10 ont eu le BTS...
De surcroît le tarif de la formation étant élevé, je ne peux que vous deconseiller de poursuivre votre études chez Ingesup."
Clement Laloe,1,negatif,il y a 7 ans,"Étant un ancien élève de ce campus, je donne mon avis. A éviter, une qualité déplorable, une administration qui pense que tous ses élèves vont travailler dans une entreprise (alors que nous souhaiterons devenir artistes), des promesses, des promesses et encore des promesses qui ne sont jamais tenues, ne venez pas !!!!"
Noa Fayolle,4,positif,il y a 2 ans,Principe de Ymmersion très intéressant qui nous permet en tant qu'élèves d'apprendre à se découvrir et d'entrer directement dans le vive du sujet en pratiquant. Tout cela encadré par nos mentors !
Guilhem Raffanel,5,positif,il y a 2 ans,Étant un élève en première année d'informatique je trouve cette école très intéressante d'un point de vue de la méthode employé pour nous faire avancé a base de challenge  avec nos mentors et des cours avec nos intervenants et le groupe pédagogique est a l'écoute.
Louise Goulpier Battestini,1,negatif,il y a 7 ans,Ayant assisté de maniere exceptionnelle à un cours jai été choquée d'entendre la responsable de la section actorat insulter les élèves lorsque ceux ci expriment des problemes d'organisation de l'école (que je n exprimerai pas ici car ce serait bien trop long) Ça me donne pas envie de payer 5000 euros pour me faire insulter ou entendre que mon futur metier est un métier de raté. Je vous conseille vivement de passer votre chemin.
Nicolas Mercier,4,positif,il y a 6 ans,"J'ai fait ma première année à Ynov Informatique et malgré quelques problèmes d'emploi du temps, j'ai été bien encadré. J'ai aimé le bootcamp de rentrée qui permet de connaître tout le monde. + les Ydays pour découvrir d'autres formations ou commencer l'IA."
Emilie,5,positif,il y a 7 ans,Campus super ! Avec la possibilité de faire ses études en alternance. Les intervenants sont très pro et l'école met à disposition ses locaux pour les différents projets des élèves.
Landais Charlie,5,positif,Modifié il y a 9 mois,"Très content des études que j'ai pu faire a Ynov, l'équipe permet une pédagogie entraînante et épanouissante. Merci !"
Ikram Akarid,5,positif,il y a 8 mois,Un plaisir de venir et d’être accueillie par les personnes de l’accueil qui me donnent tout de suite le sourire ( Charlie en particulier 😄 )merci à vous pour votre gentillesse et bienveillance ! …
Gabriel Garcia,1,negatif,il y a 7 ans,"Vous voulez être comédien ?
Vous aurez droit à payer une modique somme de 5000€ (voir plus), pour avoir droit à ne pas être écouté quand vous en avez besoin, à croire à des promesses qui ne sont jamais tenues, à des séminaires miroitants qui n'auront jamais lieu, à une organisation très souvent désorganisée, à des salles de travail improvisées, à rêver à des paillettes qui ont laissées leur éclat aux vestiaires.
Vous voulez toujours être comédien ? Oui ?
Si vous acceptez ces conditions alléchantes, inscrivez-vous au campus Ynov, sinon cherchez ailleurs...mais ce n'est que l'avis d'un ancien étudiant qui en a fait la plus appauvrissante expérience !"
Martins Fuster,4,positif,il y a 2 ans,"Les projets menés tout au long de l'année sont bien réfléchis et sont plutôt réalistes. Les microporjets ont un contraste élevé. C'est-à-dire que nous étions amené à produir du contenue pour Adidas ou pour un indépendant du nom de Colette. De l'évenementiel est cré au sein de l'école. C'est top ! Cependant, La branche polyvalente qui aborde trois aspects à la fois qui s'appelle ""Tech-n-Business"" est trop légère pour ce qu'elle est. Les cours ont lieu le matin. Tandis que les branches spécialisées sont bien plus grosses. On a cours le martin et l'après midi. Seul ce détail fait tâche. Merci."
Yann Berthelot,1,negatif,Modifié il y a 2 ans,"Formateurs Experts dans le domaine, alternance et partenariats variés, le système de Ydays est top. Mais cruel manque de place dans certaines salles et peut être pas assez de staff.
Édit : changement de programme en plein milieu du cursus, ne prenez pas pour acquis ce que la direction et/ou l'administration vous dit sur le long terme.
Édit * : Vu que je ne peux pas répondre je précise par changement de programme j'entends que pour la validation du titre RNCP 35078 nous avons eu droit à :
Rentrée 2021 : pas de mémoire à rédiger pour valider le titre, simplement une soutenance bloc de compétences ( sans explication sur ce que c'est donc aucune possibilité de préparer la soutenance en M1) présentée comme un rapport d'alternance (à l'oral pas de précision à l'écrit)
Rentrée 2022 : Rédaction d'un mémoire professionnel et présentation du dit mémoire en soutenance avec deadline en août 2023
Novembre 2022 : pas de mémoire professionnel mais soutenance sur un projet ne respectant pas les modalités du titre RNCP ( seul point respectée ""l'évaluation par groupe"". Oublie total de la mention ""À partir d'une documentation fournie"")  Les élèves doivent inventer un projet qui colle aux blocs de compétences."
Alexandre DORET,5,positif,il y a 7 ans,Très bonne école bien placée et agréable. La plupart des intervenants sont professionnels et à l’écoute. La formation Ingésup permet un parcours professionnalisant de qualité en 5 ans.
John Doe,1,negatif,il y a 6 ans,"EDIT suite à la réponse plus bas

Bonjour, vous trouverez joint à cet avis un screen de l'avis de ""Spec Too"" ainsi que la réponse de Ynov.
Apparemment, 100% des élèves en Bachelor Informatique ont une alternance. Or, présent dans cette promotion, je peux garantir que ce score n'est pas atteint : plus de la moitié des élèves n'ont pas d'alternance. Et ce, malgré les discours de Ynov.

Edit suite à la réponse :
Je tiens à garder mon anonymat, je pense qu'il est aisé d'en comprendre la raison. Même si vous ne souhaitez pas prendre mon avis en compte, je vais continuer à m'exprimer ici. Merci à ceux qui me liront.

Je tiens à noter que votre discours a déjà changé : vous passez de ""100% des B3 informatique et Mastères [...]"" à ""la plupart de nos étudiants en informatique"". Donc 100% ou la plupart ?

Concernant l'écoute des étudiants, pour citer quelques exemples :
- Nous pouvons parler des classes avec une odeur d'égout pendant toute l'année (malgré nos plaintes toute l'année dernière car les toilettes étaient intégrés à la salle de cours), il a fallu que Yannick Nay (directeur) passe dans la classe pour une présentation quelconque avant de commencer à ""écouter"".
- On peut aussi parler des actuels B2 informatique qui n'ont pas assez de chaises pour s'assoir (scandaleux connaissant le prix de l'école)
- On peut aussi parler des ""promesses"" faites par l'école concernant la fameuse formation 1000 apprentis ; ces ""promesses"" ont rapidement été oubliés par l'école (ils disent carrément l'inverse) malgré les questionnement des élèves
- ...

Mais mon avis ne sera pas pris en compte, car mon anonymat suffit à prouver ma non-crédibilité."
Manon Martel,1,negatif,il y a 7 ans,"ECOLE A FUIR !! Attention, je vous déconseille cette école si vous souhaitez apprendre quelque chose d'utile et ne pas perdre d'argent. On nous vend du rêve, mais c'est juste un cauchemar après... Votre diplôme ne vous servira à rien comme il ne me sert à rien !
PS : les bons avis Google viennent d'élèves à qui l'administration demande des avis positifs, et en échange, quelques points bonus pour avoir plus facilement son année !"
Paul garzaro,4,positif,il y a 7 ans,"Une bonne école, avec ses défauts mais ou le cadre d'apprentissage est bon et la plupart des professeurs compétents. Une école avec de la vie en dehors des heures de cours a travers plusieurs activités organiser."
Syl Cas,5,positif,il y a 3 ans,"Excellent accueil.
Bonne restitution des informations concernant l'Ymmersion des étudiants Informatique B1.
Merci encore au référent, aux enseignants et aux mentors pour leur investissement pour les étudiants."
Bruno Choffart,1,negatif,il y a 7 ans,"Ancien élève à EICAR, sur le campus Ynov. Nous étions une classe de 12 élèves en école de théâtre.. Sur les 12, aucun ne souhaite continuer cette école car trop dégoûté par Ynov. Campus pas capable d'accueillir les 900 élèves (manque de classes, cours par terre etc...). Un professeur très competent mais très peut présent sur l'emploi du temps. Bref une arnaque, à fuir.

PS : Certains avis (5 étoiles) sont donnés par des employés d'EICAR."
Ravnow,5,positif,il y a un an,Ça fait 1 ans que je suis là formation de bordeaux ynov campus les intervenant sont très bien et c'est très instructif
Audrey Chanabier,1,negatif,Modifié il y a 7 ans,"Fric fric fric et encore fric. Voilà en un mot comment je décris cette école. Pour ce qui est de l’apprentissage on repassera. Payer pour des études pas reconnus . Fuyez. Il y a tellement d’ecoles meilleures que celle-ci !

Heureusement je suis resté qu’une année ( une année de Manaa qui n’est pas reconnue dans les autres écoles, chose que ,bien sûr, on ne vous dit qu’au milieu de l’annee) mais pour ceux qui restent dans cette école ...
Pour une personne de ma connaissance qui a continuée dans cette école voici une belle preuve de la mentalité de l'école :
si vous n’avez pas une bonne moyenne malgré votre motivation, votre invintissement et votre présence en cours... attendez vous à recevoir un coup de téléphone, 1 mois et demi après la fin des cours, après avoir payé les frais de réinscriptions et qu’on vous assure votre passage en année supérieure, pour vous demandez un entretien durant lequel on vous explique que si pendant l’été vous ne vous améliorez pas, vous êtes « VIRÉ » en novembre. Et que pour prouver votre « BONNE FOI » vous avez pour obligation de payer les plus de 6800€ de frais de scolarité en un seul coup ! ( bien évidement il parait évident que si on vous vire, vous ne serez pas remboursé,sinon on ne vous aurez pas demandé de payer d’un coup !). S’en suit une lettre recommandée vous expliquant la même chose, vous priant de bien vouloir payer, et nouvelle chose, « vous devez vous engager à n’avoir aucune absence injustifiée à un cours de l’année scolaire sous peine d’entrainer une exclusion définitive de
l’ecole »

Je pourrais raconter tellement d’anecdotes sur cette école ...
L’unique étoile qu’ils méritent est pour les quelques bons profs de l’école.

J’espère que ça vous dissuadera de vous y inscrire ..."
Bob honduras,5,positif,il y a 6 ans,"Bon campus, les intervenants pro sont vraiment la force de cette école, l'espace est super et le programme est adapté à ce que je souhaite faire plus tard !"
Nicolas Brotreaud,4,positif,il y a 8 mois,"Job dating OK, manque des badges pour identifier les entreprises ds étudiants…"
Evan RIVIERE,5,positif,il y a 8 mois,Super accueil au porte ouverte du campus ! Une équipe à l'écoute des interrogations et souriantes 👍 …
Canelle Tp,5,positif,Modifié il y a 7 ans,J'ai intégré le campus après un Bac+3 ailleurs. j'apprécie beaucoup le suivi de l'équipe pédagogique et la possibilité de personnaliser son parcours à travers ses majeures
qwe rty,1,negatif,il y a un an,Si le budget marketing de cette école était utilisé pour avoir de bons cours et une qualité des infrastructures ça serait bien
Raphael Pidjot,3,neutre,il y a 10 mois,"Sympa cosy, manque juste un toit pour les emplacements de vélo et on est bon !"
Edgard Matifas,5,positif,il y a 6 ans,"Ma meilleure expérience dans un 5 étoiles tout étais parfait le staff est adorable et au soins des ces clients la nourriture était délicieuse la chambre magnifique rafiné !
Je reviendrais bravo à toute l’équipe !"
Thomas Bichon,4,positif,il y a 7 ans,"Bonne école, beaucoup de ressources sont présentes pour vous permettre d'avancer en autonomie, certains intervenants sont bon et d'autres moins mais le système de notation est là pour ça, les réorientations en interne sont possibles, parfois sans perdre un ou deux ans comme dans mon cas, en somme le cadre est très agréable et tout est mis en oeuvre pour que vous puissiez, à terme, trouver un travail..
Ps : il manque un pole eSport *wink* :))))))"
plyno noply,5,positif,il y a 6 ans,"École répondant à toutes mes attentes. On ne s'ennuie jamais et l'on ne cesse d'apprendre.

Je la recommande à tous les élèves qui seront proactifs et motivés !"
Emma Vallery,4,positif,il y a 9 mois,"Merci au personnel Ynov toujours très impliqué. Ils donnent de leur temps pour nous, heureusement qu'ils sont là."
Thibault Feugère,5,positif,il y a 6 ans,"École très bien située, intervenants et élèves passionnés.
Des activités ludiques sont proposées tous les soirs."
Camille Boudey,5,positif,il y a 2 ans,"École très bien, formation très intéressante.
Avoir des mentors est un avantage !"
Nafnlaust Opekkt,5,positif,il y a 7 ans,"Très bon campus, capable de faire des passerelles entre les différentes écoles du campus tout en offrant un cadre pour travailler et se détendre."
Raphael Assy,4,positif,il y a 9 mois,"Un référent de filière gentil, solide et à l’écoute, et un accueil chaleureux."
archi archi,5,positif,il y a 2 ans,"Diplômée du Mastère Architecte d'intérieur l'année dernière, j'ai eu une très bonne expérience de cette école."
petouuzehf mig,1,negatif,il y a un an,"je déconseille a tout lmonde , perte de temps et d'argent, c'est pareil dans toutes les filieres"
amine Bader,5,positif,il y a un an,"Bonne école avec de bonne ambiance, la formation est bonne"
Cuisines TUCCERI,5,positif,il y a un an,"Magnifique Campus les locaux sont magnifiques et l’accueil très chaleureux
Merci"
Laura dS,4,positif,il y a 8 ans,"Le campus est très bien situé, les élèves forment une bonne communauté avec des intervenants très professionnels  !!"
